Name,Description,GSM1312748.Yakut.rnaseqccounts,GSM1312745.Yakut.rnaseqccounts,GSM1312749.Yakut.rnaseqccounts,GSM1312744.Yakut.rnaseqccounts,GSM1312747.Yakut.rnaseqccounts,GSM1312746.Yakut.rnaseqccounts
ENSG00000239899.3,RN7SL674P,0,0,0,0,0,0
ENSG00000169006.7,NTSR2,0,0,0,0,0,0
ENSG00000230044.1,AC110754.1,0,0,0,0,0,0
ENSG00000276411.1,AC106875.2,0,0,0,0,0,0
ENSG00000134324.11,LPIN1,602,592,759,595,1211,651
ENSG00000228496.1,AC106875.1,32,0,0,0,0,0
ENSG00000203643.3,AC012456.1,0,0,0,0,0,0
ENSG00000230790.2,AC012456.2,2,0,2,0,0,0
ENSG00000265056.1,MIR548S,0,0,0,0,0,0
ENSG00000265172.1,MIR4262,0,0,0,0,0,0
ENSG00000224184.5,MIR3681HG,10,0,6,4,28,31
ENSG00000238503.1,RF00093,0,0,0,0,0,0
ENSG00000264089.1,MIR3681,0,0,0,0,0,0
ENSG00000207183.1,RNU6-843P,0,0,0,0,0,0
ENSG00000223360.1,AC096559.1,0,0,0,0,0,0
ENSG00000261117.1,AC009486.1,0,0,0,0,0,0
ENSG00000071575.11,TRIB2,14,2,18,6,202,30
ENSG00000264370.1,MIR3125,0,0,0,0,0,0
ENSG00000225649.5,AC064875.1,0,0,0,0,0,0
ENSG00000285876.1,AC093912.1,0,0,0,0,0,0
ENSG00000229370.1,AC073062.1,0,0,0,0,0,0
ENSG00000230448.5,LINC00276,0,0,0,2,0,0
ENSG00000227718.1,AC016730.1,0,0,2,0,0,0
ENSG00000251859.1,RNU6-1288P,0,0,0,0,0,0
ENSG00000237261.2,RF00017,0,0,0,0,0,0
ENSG00000228505.5,AC011897.1,0,0,0,1,0,0
ENSG00000162981.14,FAM84A,0,0,0,0,0,0
ENSG00000235127.1,AC068286.1,0,0,0,0,0,0
ENSG00000151779.13,NBAS,246,428,262,250,299,190
ENSG00000229087.1,AC007738.1,1,0,0,0,2,1
ENSG00000234022.1,AC008278.2,0,0,0,0,0,0
ENSG00000079785.15,DDX1,1448,647,1096,746,907,1342
ENSG00000224194.1,AC008278.1,0,0,0,0,0,0
ENSG00000231031.6,LINC01804,0,0,0,0,0,0
ENSG00000237326.1,AC113608.2,0,0,0,0,0,0
ENSG00000202160.1,RNU5E-7P,0,0,0,0,0,0
ENSG00000214657.4,AC113608.1,0,0,0,0,0,0
ENSG00000238371.1,RF01210,0,0,0,0,0,0
ENSG00000223850.1,MYCNUT,0,0,0,0,0,0
ENSG00000233718.7,MYCNOS,0,0,0,0,0,0
ENSG00000134323.12,MYCN,0,0,0,0,0,0
ENSG00000243541.3,RN7SL104P,0,0,0,0,0,0
ENSG00000226764.2,AC010145.1,0,0,0,0,0,0
ENSG00000236289.3,GACAT3,0,0,0,0,0,0
ENSG00000236989.5,AC130710.1,0,0,0,0,0,0
ENSG00000271315.1,AC174048.1,0,0,0,0,0,0
ENSG00000251704.1,RF00561,0,0,0,0,0,0
ENSG00000226041.1,AC010745.1,0,0,0,0,0,0
ENSG00000228876.3,AC010745.2,0,0,0,0,0,0
ENSG00000231266.1,AC010745.3,0,0,0,0,0,0
ENSG00000285354.1,AC010745.5,0,0,0,0,0,0
ENSG00000232444.1,AC010745.4,0,0,0,0,0,0
ENSG00000224400.5,AC010880.1,0,0,0,0,0,0
ENSG00000237633.3,AC104623.1,0,0,0,0,0,0
ENSG00000279663.2,AC104623.2,0,0,2,0,0,0
ENSG00000197872.11,FAM49A,14,23,106,8,14,31
ENSG00000223536.5,AC008164.1,0,0,0,0,0,0
ENSG00000224604.1,AC008069.1,0,0,0,0,0,0
ENSG00000237670.1,LINC01866,0,0,0,0,0,0
ENSG00000222842.1,RN7SKP168,0,0,0,0,0,0
ENSG00000214843.3,ZFYVE9P2,0,0,0,0,0,0
ENSG00000236348.1,PSMC1P10,0,0,0,0,0,0
ENSG00000214842.5,RAD51AP2,0,0,0,0,0,0
ENSG00000163032.11,VSNL1,0,0,0,0,1,0
ENSG00000163029.16,SMC6,749,421,685,431,706,905
ENSG00000178295.15,GEN1,666,317,418,522,697,924
ENSG00000151379.3,MSGN1,0,1,0,0,0,0
ENSG00000170745.12,KCNS3,4,0,0,0,0,0
ENSG00000212455.1,RF00561,0,0,0,0,0,0
ENSG00000260331.1,AC079148.1,6,4,2,0,2,2
ENSG00000240857.2,RDH14,221,89,151,127,333,206
ENSG00000185013.16,NT5C1B,1,4,0,3,1,2
ENSG00000207170.1,RNU6-1215P,0,0,0,0,0,0
ENSG00000224626.1,AC106053.1,0,0,0,0,0,0
ENSG00000236204.6,LINC01376,2,0,1,4,0,1
ENSG00000266738.1,MIR4757,0,0,0,0,0,0
ENSG00000143867.7,OSR1,0,0,0,0,0,0
ENSG00000234597.1,AC010096.1,0,0,0,0,0,0
ENSG00000237992.2,LINC01808,0,0,0,0,0,0
ENSG00000235911.1,AC019055.1,0,0,0,0,0,0
ENSG00000213403.2,CISD1P1,0,0,0,0,1,0
ENSG00000228784.8,LINC00954,7,5,36,15,44,42
ENSG00000183891.6,TTC32,74,17,25,102,44,79
ENSG00000271991.1,AC013400.1,3,2,0,4,4,0
ENSG00000118965.14,WDR35,205,156,142,140,259,174
ENSG00000227210.1,AC079145.1,0,0,1,0,0,0
ENSG00000132031.13,MATN3,0,0,0,0,0,0
ENSG00000068697.7,LAPTM4A,537,322,390,417,525,629
ENSG00000223734.2,AC098828.2,0,0,0,0,0,0
ENSG00000234378.1,AC098828.3,0,0,0,0,0,0
ENSG00000213729.3,AC098828.1,0,0,0,1,0,0
ENSG00000266059.2,RN7SL140P,0,0,0,0,0,2
ENSG00000200763.1,RNU6-961P,0,0,0,0,0,0
ENSG00000115884.11,SDC1,96,64,116,96,213,69
ENSG00000235411.1,AC007041.1,0,0,0,0,0,2
ENSG00000238735.1,RNU7-113P,0,0,0,0,0,0
ENSG00000055917.15,PUM2,1610,1198,1247,1469,2099,1396
ENSG00000232800.1,SLC7A15P,0,0,0,1,1,0
ENSG00000212171.1,RNA5SP86,0,0,0,0,0,0
ENSG00000143878.9,RHOB,286,264,414,246,440,248
ENSG00000228950.1,AC023137.1,0,0,0,0,0,1
ENSG00000200829.1,RF00019,0,0,0,0,0,0
ENSG00000227047.1,AC012065.1,0,0,0,0,0,0
ENSG00000279307.2,AC012065.5,3,0,0,0,4,2
ENSG00000118960.13,HS1BP3,42,142,80,83,176,64
ENSG00000269976.1,AC012065.3,0,0,0,1,1,0
ENSG00000231948.2,HS1BP3-IT1,0,0,0,1,0,0
ENSG00000233416.1,AC012065.2,0,0,0,0,1,1
ENSG00000143869.7,GDF7,11,6,14,10,26,16
ENSG00000270100.1,AC012065.4,10,4,6,9,13,9
ENSG00000118961.15,LDAH,478,200,327,185,481,319
ENSG00000236436.1,AC012361.1,0,0,0,0,0,0
ENSG00000261012.2,AC115619.1,0,0,0,0,0,0
ENSG00000084674.14,APOB,0,0,0,0,0,0
ENSG00000280390.1,AC010872.1,0,0,0,0,0,0
ENSG00000218819.4,TDRD15,0,0,0,0,0,0
ENSG00000271629.1,AC067959.1,0,0,0,0,0,0
ENSG00000233005.1,AC018742.1,0,0,0,0,0,0
ENSG00000231204.6,AC011752.1,0,0,0,0,0,0
ENSG00000270654.1,NUTF2P8,0,0,0,0,0,0
ENSG00000235537.2,AC009411.2,0,0,0,0,0,0
ENSG00000228538.6,AC009411.1,0,0,0,0,0,0
ENSG00000229621.1,LINC01822,0,0,0,0,0,0
ENSG00000264192.1,RN7SL117P,0,0,0,0,0,0
ENSG00000228999.3,AC096570.1,0,0,0,0,0,0
ENSG00000223691.1,AC068044.1,0,0,0,0,0,0
ENSG00000234189.1,AC099799.1,0,0,0,0,0,0
ENSG00000206882.1,RNA5SP87,0,0,0,0,0,0
ENSG00000234207.1,AC096570.2,0,0,0,0,0,0
ENSG00000233587.1,LINC01884,0,0,0,0,0,0
ENSG00000222616.1,RN7SKP27,0,0,0,0,0,0
ENSG00000232451.1,AC018467.1,0,0,0,0,0,0
ENSG00000223530.1,AC012506.1,0,0,0,0,0,0
ENSG00000233714.1,AC012506.3,0,0,0,0,0,0
ENSG00000223634.1,AC012506.2,0,0,0,0,0,0
ENSG00000235497.5,AC012506.4,0,0,0,0,0,0
ENSG00000119771.15,KLHL29,100,46,80,65,194,122
ENSG00000224361.1,AC011239.1,0,0,0,0,0,0
ENSG00000279526.1,AC011239.2,0,0,2,2,1,0
ENSG00000283031.1,AC009242.1,0,2,2,1,8,5
ENSG00000119778.15,ATAD2B,254,236,149,238,308,210
ENSG00000224464.2,PGAM1P6,0,0,0,1,4,2
ENSG00000238111.1,AC066692.1,0,0,6,1,10,2
ENSG00000173960.14,UBXN2A,459,279,468,354,868,434
ENSG00000234946.1,SDHCP3,0,0,1,0,2,1
ENSG00000243847.3,RN7SL610P,0,0,0,4,2,1
ENSG00000205639.10,MFSD2B,4,4,5,1,4,4
ENSG00000163026.12,WDCP,145,195,156,153,252,160
ENSG00000222940.1,RNU6-370P,0,0,0,0,0,0
ENSG00000119782.14,FKBP1B,6,4,4,2,3,6
ENSG00000115128.7,SF3B6,1546,412,927,435,648,1255
ENSG00000219626.9,FAM228B,96,52,64,55,85,121
ENSG00000115129.14,TP53I3,90,94,92,61,81,81
ENSG00000176732.6,PFN4,1,5,2,5,7,3
ENSG00000232642.1,AC008073.2,0,0,0,1,0,0
ENSG00000186453.13,FAM228A,0,0,0,0,0,1
ENSG00000223754.1,AC008073.1,0,0,0,0,0,0
ENSG00000198399.14,ITSN2,970,1165,894,1351,1034,1382
ENSG00000242628.5,AC009228.1,0,7,4,4,1,6
ENSG00000251805.1,RF00602,0,0,0,0,1,0
ENSG00000232963.1,HMGN2P20,0,1,4,0,2,2
ENSG00000233747.1,RPL36AP13,0,0,0,0,2,3
ENSG00000084676.15,NCOA1,356,573,276,620,289,494
ENSG00000202430.1,RNA5SP88,0,0,0,0,0,0
ENSG00000206732.1,RNU6-936P,0,0,0,0,0,0
ENSG00000184924.5,PTRHD1,392,134,319,156,483,314
ENSG00000138092.11,CENPO,373,697,355,530,888,665
ENSG00000138031.14,ADCY3,416,1211,384,808,791,777
ENSG00000271936.1,AC012073.1,13,33,27,27,20,29
ENSG00000115137.11,DNAJC27,64,61,50,60,66,39
ENSG00000237953.1,AC013267.1,0,0,0,0,0,2
ENSG00000202479.1,RF00016,0,0,0,0,0,0
ENSG00000224165.5,DNAJC27-AS1,6,0,0,4,0,11
ENSG00000207069.1,RF00019,0,0,0,0,0,0
ENSG00000084710.14,EFR3B,96,16,100,67,48,84
ENSG00000276653.1,RN7SL856P,0,0,0,0,0,0
ENSG00000229593.1,SUCLA2P3,0,0,0,2,0,1
ENSG00000115138.11,POMC,0,22,17,4,259,10
ENSG00000230452.1,LINC01381,0,0,0,0,0,0
ENSG00000119772.16,DNMT3A,505,970,526,577,1058,839
ENSG00000221445.3,MIR1301,0,0,0,0,0,0
ENSG00000235072.2,AC012074.1,5,5,2,4,0,7
ENSG00000138101.18,DTNB,17,32,24,6,11,24
ENSG00000224220.1,AC104699.1,317,242,272,268,306,445
ENSG00000201160.1,RF00019,0,0,0,0,0,0
ENSG00000143970.16,ASXL2,260,465,176,390,307,337
ENSG00000187536.4,TPM3P7,0,0,0,0,0,1
ENSG00000217643.1,PTGES3P2,2,0,9,4,5,3
ENSG00000218682.1,AC064847.1,0,1,0,0,2,3
ENSG00000217718.1,NDUFB4P4,0,0,0,0,0,0
ENSG00000084731.15,KIF3C,10,28,19,18,18,10
ENSG00000237629.1,UQCRHP2,0,0,0,0,0,0
ENSG00000268412.2,TRMT112P6,0,0,0,0,0,0
ENSG00000084733.11,RAB10,1159,667,539,760,1132,594
ENSG00000199872.1,RNU6-942P,0,0,0,0,0,0
ENSG00000235440.1,AC011742.3,0,2,5,2,1,2
ENSG00000231655.1,AC011742.2,0,1,0,0,1,0
ENSG00000214465.3,SMARCE1P6,0,0,3,3,0,5
ENSG00000227133.1,AC011742.1,0,0,0,0,0,0
ENSG00000237951.1,PPIL1P1,0,1,0,0,0,0
ENSG00000157833.13,GAREM2,20,74,40,28,70,18
ENSG00000084754.12,HADHA,2044,2417,2375,1645,3962,2285
ENSG00000138029.14,HADHB,1286,665,643,512,1208,1072
ENSG00000173567.15,ADGRF3,22,21,15,5,29,31
ENSG00000138018.18,SELENOI,330,430,279,522,517,587
ENSG00000157856.12,DRC1,0,0,0,0,0,1
ENSG00000115155.17,OTOF,0,0,0,0,0,0
ENSG00000173557.15,C2orf70,0,0,0,0,0,0
ENSG00000157884.11,CIB4,0,0,0,0,0,0
ENSG00000225378.1,AC015977.2,0,0,0,0,0,0
ENSG00000225024.1,AC015977.1,0,0,0,0,0,0
ENSG00000171303.7,KCNK3,0,0,0,0,0,0
ENSG00000213699.9,SLC35F6,182,235,124,155,361,183
ENSG00000115163.15,CENPA,203,118,113,145,175,246
ENSG00000145835.6,CDKN2AIPNLP2,0,0,0,0,0,0
ENSG00000157851.17,DPYSL5,0,0,0,0,0,0
ENSG00000230286.1,AC013472.2,0,0,0,0,0,0
ENSG00000084764.11,MAPRE3,8,11,4,17,27,10
ENSG00000205500.8,AC013472.1,1,0,2,2,0,1
ENSG00000119777.20,TMEM214,843,1168,1067,724,1868,850
ENSG00000084693.16,AGBL5,207,334,298,232,890,257
ENSG00000231636.1,AGBL5-AS1,0,0,2,1,3,0
ENSG00000272056.1,AC013472.3,0,15,5,11,6,8
ENSG00000229122.1,AGBL5-IT1,3,3,2,2,6,8
ENSG00000272148.1,AC013403.2,4,6,8,7,11,9
ENSG00000228474.6,OST4,1509,1035,1318,763,2400,1240
ENSG00000138080.13,EMILIN1,0,7,6,11,32,3
ENSG00000138030.13,KHK,18,27,14,25,57,21
ENSG00000138028.16,CGREF1,14,11,14,15,34,17
ENSG00000143994.14,ABHD1,0,0,0,0,1,2
ENSG00000138073.14,PREB,850,700,721,449,1211,827
ENSG00000186143.11,PRR30,0,0,0,0,0,0
ENSG00000163792.6,TCF23,0,0,0,0,0,2
ENSG00000236099.1,AC013403.1,0,0,0,0,0,0
ENSG00000138074.15,SLC5A6,354,446,301,272,626,325
ENSG00000138085.16,ATRAID,471,412,466,380,772,423
ENSG00000084774.14,CAD,309,1157,508,590,1152,472
ENSG00000115194.10,SLC30A3,0,2,2,2,0,0
ENSG00000163793.12,DNAJC5G,0,1,1,0,0,0
ENSG00000138100.13,TRIM54,0,0,2,1,2,0
ENSG00000163794.6,UCN,0,9,3,4,17,10
ENSG00000115204.15,MPV17,839,470,858,373,1025,788
ENSG00000115207.13,GTF3C2,673,1362,704,840,1030,630
ENSG00000234945.7,GTF3C2-AS1,52,351,59,135,70,38
ENSG00000234072.1,AC074117.1,27,41,38,49,77,75
ENSG00000115211.15,EIF2B4,314,353,283,236,419,303
ENSG00000115234.11,SNX17,868,1103,1066,694,2323,879
ENSG00000163795.14,ZNF513,36,143,65,78,203,96
ENSG00000115241.11,PPM1G,1974,1911,2172,1207,3539,1987
ENSG00000213453.3,FTH1P3,4,4,6,7,9,6
ENSG00000115216.14,NRBP1,521,1311,706,822,915,550
ENSG00000157992.12,KRTCAP3,0,0,2,3,1,5
ENSG00000138002.15,IFT172,32,104,54,91,62,28
ENSG00000235267.1,AC074117.2,1,0,0,0,0,0
ENSG00000200003.1,RNU6-986P,0,0,0,0,0,0
ENSG00000115226.10,FNDC4,0,0,0,0,0,0
ENSG00000084734.9,GCKR,0,0,0,0,0,0
ENSG00000221843.4,C2orf16,22,8,10,13,23,11
ENSG00000243943.10,ZNF512,488,366,407,333,527,579
ENSG00000176714.9,CCDC121,6,8,10,6,6,4
ENSG00000198522.13,GPN1,747,383,528,403,724,689
ENSG00000206731.1,RF00340,0,0,0,0,0,0
ENSG00000119760.16,SUPT7L,481,546,428,471,597,473
ENSG00000163798.13,SLC4A1AP,560,358,527,370,663,517
ENSG00000205334.2,LINC01460,0,0,0,0,0,2
ENSG00000243147.8,MRPL33,144,101,103,119,67,140
ENSG00000171174.15,RBKS,10,4,16,1,18,14
ENSG00000158019.20,BABAM2,314,306,350,222,437,304
ENSG00000270846.1,AC021171.2,0,0,0,2,0,0
ENSG00000265321.1,MIR4263,0,0,0,0,0,0
ENSG00000270528.1,AC021171.1,0,0,0,0,0,0
ENSG00000277035.1,RF02271,1,0,1,1,1,1
ENSG00000223522.1,AC093690.1,1,2,2,4,6,3
ENSG00000225991.1,RPL23AP34,0,2,0,0,1,0
ENSG00000229951.5,AC104695.2,0,0,0,2,0,0
ENSG00000075426.12,FOSL2,28,73,48,100,20,34
ENSG00000270640.1,AC104695.4,0,0,0,0,0,0
ENSG00000270210.1,AC104695.3,0,0,0,0,0,0
ENSG00000227938.1,AC104695.1,0,0,0,0,0,0
ENSG00000163803.13,PLB1,0,0,2,0,2,4
ENSG00000242915.1,SNRPGP7,0,0,0,0,0,0
ENSG00000230730.1,AC074011.1,0,0,0,0,0,0
ENSG00000222232.1,RNA5SP89,0,0,0,0,0,0
ENSG00000226833.5,AC092164.1,2,0,0,2,3,4
ENSG00000213639.10,PPP1CB,2579,459,895,1243,1408,1214
ENSG00000163806.16,SPDYA,185,143,146,183,194,162
ENSG00000273233.1,AC097724.1,0,0,0,0,2,0
ENSG00000171103.11,TRMT61B,227,93,149,127,270,178
ENSG00000163811.12,WDR43,731,682,510,593,569,1069
ENSG00000264994.1,SNORD92,0,0,0,0,0,0
ENSG00000265145.1,SNORD53,0,0,0,0,0,0
ENSG00000222224.1,RF00019,0,0,0,0,0,0
ENSG00000265706.1,SNORD53B,0,0,0,0,0,0
ENSG00000189350.12,TOGARAM2,0,0,0,0,0,0
ENSG00000200283.1,RF00019,0,0,0,0,0,0
ENSG00000179270.7,PCARE,0,0,0,0,0,0
ENSG00000229224.1,AC105398.1,0,0,0,0,0,0
ENSG00000115295.20,CLIP4,368,218,165,375,252,293
ENSG00000171094.18,ALK,0,0,1,0,0,1
ENSG00000242699.3,RN7SL516P,0,0,0,0,0,0
ENSG00000230737.1,AC106870.2,0,0,0,0,0,0
ENSG00000197644.2,AC106870.1,0,0,0,0,0,0
ENSG00000233862.5,AC016907.2,0,0,0,0,0,0
ENSG00000225943.1,AC016907.1,0,0,0,0,0,0
ENSG00000119801.13,YPEL5,1025,360,497,527,796,606
ENSG00000207187.1,SNORA10B,0,0,0,0,0,0
ENSG00000231712.1,AC104698.1,0,0,0,0,0,0
ENSG00000213626.13,LBH,97,165,252,108,764,202
ENSG00000235997.2,LINC01936,8,0,0,0,2,0
ENSG00000280154.1,AC073255.1,0,0,0,0,0,0
ENSG00000172954.13,LCLAT1,170,69,108,64,292,174
ENSG00000278908.1,AC132154.1,0,0,0,0,0,0
ENSG00000162949.16,CAPN13,0,0,0,0,0,0
ENSG00000230118.1,AC092569.1,0,0,0,0,0,0
ENSG00000285984.1,AC009301.1,0,0,0,0,0,0
ENSG00000158089.15,GALNT14,0,0,0,0,2,0
ENSG00000234579.1,AC009305.1,0,0,0,0,0,0
ENSG00000214711.10,CAPN14,0,0,4,2,4,4
ENSG00000201671.1,RNA5SP90,0,0,0,0,0,0
ENSG00000013016.16,EHD3,12,15,30,18,92,18
ENSG00000213620.3,AL121657.1,0,0,0,0,0,1
ENSG00000158125.10,XDH,0,0,0,0,0,0
ENSG00000277893.2,SRD5A2,0,0,0,0,0,0
ENSG00000228563.1,AL133247.1,0,0,0,0,0,0
ENSG00000270422.1,AL133247.2,0,0,0,0,0,0
ENSG00000223647.1,LINC01946,0,0,0,0,0,0
ENSG00000237007.4,KRT18P52,0,0,0,0,1,0
ENSG00000242272.1,AK2P2,0,2,0,0,0,0
ENSG00000273165.1,AL121652.1,2,2,0,2,6,0
ENSG00000162959.13,MEMO1,797,258,501,387,902,702
ENSG00000162961.14,DPY30,1327,391,765,576,1148,1118
ENSG00000271228.1,AL121655.1,0,0,0,0,3,2
ENSG00000021574.12,SPAST,261,107,99,173,144,184
ENSG00000272716.1,AL121658.1,4,8,2,3,2,5
ENSG00000152683.14,SLC30A6,318,272,200,375,342,287
ENSG00000229816.1,DDX50P1,0,9,4,8,10,9
ENSG00000201113.1,RNU6-647P,0,0,0,0,0,0
ENSG00000091106.19,NLRC4,25,15,7,11,6,23
ENSG00000119820.11,YIPF4,690,226,420,515,899,804
ENSG00000272754.1,AL133245.1,4,2,8,8,10,12
ENSG00000115760.14,BIRC6,916,1483,669,1154,956,843
ENSG00000230046.1,BIRC6-AS1,0,0,0,0,0,2
ENSG00000276334.1,AL133243.2,13,2,5,8,15,16
ENSG00000276517.1,AL133243.3,27,13,20,24,83,107
ENSG00000207653.1,MIR558,0,0,0,0,0,0
ENSG00000274159.1,AL133243.1,0,0,0,0,1,3
ENSG00000279897.2,BIRC6-AS2,0,0,0,4,0,13
ENSG00000279544.1,AL133243.4,6,2,5,6,4,27
ENSG00000018699.13,TTC27,273,188,194,134,169,244
ENSG00000265057.1,MIR4765,0,0,0,0,0,0
ENSG00000230876.7,LINC00486,0,0,1,0,0,0
ENSG00000236854.1,AL121656.1,0,0,0,0,0,0
ENSG00000206951.1,RF00019,0,0,0,0,0,0
ENSG00000049323.16,LTBP1,10,0,10,2,0,2
ENSG00000223951.1,AL133244.1,0,0,0,0,0,0
ENSG00000285577.1,AC019127.1,0,0,0,0,0,0
ENSG00000212204.1,RNA5SP91,0,0,0,0,0,1
ENSG00000252246.1,RNA5SP92,0,0,0,0,0,0
ENSG00000283591.1,MIR4430,0,0,0,0,0,0
ENSG00000152689.18,RASGRP3,2014,1173,1647,1393,1473,1548
ENSG00000237133.1,AC020594.1,0,5,0,13,1,4
ENSG00000119812.19,FAM98A,1274,546,932,586,1787,1120
ENSG00000238038.1,ATP6V0E1P3,0,0,0,0,0,0
ENSG00000187999.4,HNRNPA1P61,0,0,0,2,1,2
ENSG00000228262.9,LINC01320,0,10,0,9,0,4
ENSG00000239649.3,MYADML,2,0,0,1,0,12
ENSG00000235064.1,SLC25A5P2,0,0,0,0,0,0
ENSG00000237790.1,LINC01318,0,0,0,0,0,0
ENSG00000285754.1,AC008170.1,0,0,0,2,0,0
ENSG00000272027.2,AC073218.2,0,0,0,0,0,0
ENSG00000232153.2,AC073218.1,0,0,0,0,0,0
ENSG00000226994.7,AC012593.1,0,0,0,0,0,0
ENSG00000264352.2,RN7SL602P,0,0,0,0,0,0
ENSG00000237320.2,AC019064.1,0,0,0,0,0,0
ENSG00000196085.5,AC013442.1,0,0,0,0,0,0
ENSG00000265301.1,MIR548AD,0,0,0,0,0,0
ENSG00000207255.1,RNU6-1117P,0,0,0,0,0,0
ENSG00000229013.1,AC083939.1,0,0,0,0,0,0
ENSG00000234587.1,MRPL50P1,0,0,0,0,0,0
ENSG00000233752.1,AC009414.1,0,0,0,0,0,0
ENSG00000260025.1,CRIM1-DT,0,5,0,7,0,6
ENSG00000150938.10,CRIM1,53,935,26,925,59,177
ENSG00000273090.1,AC007378.1,0,42,0,17,0,0
ENSG00000171055.15,FEZ2,175,68,125,114,162,160
ENSG00000270677.1,AC007363.1,0,0,0,0,0,0
ENSG00000205221.12,VIT,0,0,0,0,0,2
ENSG00000115808.12,STRN,288,361,222,386,314,326
ENSG00000279519.1,AC007382.1,7,19,14,21,27,32
ENSG00000252756.1,RNU6-577P,0,0,0,0,0,0
ENSG00000008869.12,HEATR5B,236,161,178,136,314,282
ENSG00000152133.14,GPATCH11,654,232,481,230,591,474
ENSG00000055332.18,EIF2AK2,1836,1566,1782,1617,2620,2192
ENSG00000224891.1,AC007899.1,5,15,10,22,4,7
ENSG00000138068.10,SULT6B1,0,0,0,0,0,0
ENSG00000233159.1,AC007390.1,0,0,0,0,0,0
ENSG00000218739.10,CEBPZOS,678,211,681,484,1103,723
ENSG00000115816.15,CEBPZ,1163,718,954,599,996,1254
ENSG00000272054.1,AC007390.2,278,83,212,95,205,317
ENSG00000003509.16,NDUFAF7,251,153,247,162,240,293
ENSG00000115825.10,PRKD3,275,214,476,483,232,205
ENSG00000232028.1,AC007391.1,0,0,0,0,0,0
ENSG00000207364.1,RNU6-939P,0,0,0,0,0,0
ENSG00000285925.1,AC007391.2,0,0,0,0,0,0
ENSG00000115828.17,QPCT,0,0,18,6,0,2
ENSG00000253078.1,RNU6-1116P,0,0,0,0,0,0
ENSG00000236213.1,AC006369.1,29,23,40,31,56,28
ENSG00000163171.7,CDC42EP3,1541,1506,1612,1554,3360,1460
ENSG00000236572.1,AC006369.2,0,0,0,0,0,0
ENSG00000225402.1,AC010878.1,0,0,0,0,0,0
ENSG00000237803.5,LINC00211,0,0,0,2,2,2
ENSG00000115841.20,RMDN2,48,2,44,12,30,22
ENSG00000235848.4,RMDN2-AS1,0,0,1,1,0,0
ENSG00000138061.12,CYP1B1,283,14,176,954,55,151
ENSG00000232973.12,CYP1B1-AS1,2,0,2,21,0,2
ENSG00000280276.1,AC009229.4,0,0,1,1,0,2
ENSG00000229160.1,AC009229.2,0,0,0,0,0,0
ENSG00000199603.1,RNU6-951P,0,0,0,0,0,0
ENSG00000273006.1,AC009229.3,0,0,0,0,0,0
ENSG00000227292.1,AC009229.1,0,0,0,0,0,0
ENSG00000227770.1,RPL7P12,0,0,0,0,0,0
ENSG00000213594.4,GAPDHP25,0,0,0,0,0,0
ENSG00000119787.14,ATL2,504,230,320,353,528,424
ENSG00000231367.5,LINC02613,0,0,0,0,0,0
ENSG00000235009.1,LINC01883,0,0,0,1,0,0
ENSG00000213553.4,RPLP0P6,212,176,222,110,95,165
ENSG00000271443.1,AC011247.2,0,0,0,0,0,0
ENSG00000143889.16,HNRNPLL,98,90,64,116,50,97
ENSG00000235586.1,AC011247.1,0,0,0,1,0,0
ENSG00000143891.17,GALM,57,203,91,59,93,64
ENSG00000232518.3,AC074366.1,0,0,0,0,0,0
ENSG00000115875.19,SRSF7,2787,1380,1610,1790,2209,2292
ENSG00000152147.11,GEMIN6,392,146,275,155,364,332
ENSG00000227238.1,TTC39DP,0,0,0,0,0,0
ENSG00000232114.1,AC018693.2,0,0,0,0,0,0
ENSG00000163214.21,DHX57,223,238,273,203,256,278
ENSG00000223922.1,ASS1P2,0,5,6,6,5,7
ENSG00000225284.1,AC018693.1,2,0,1,0,2,0
ENSG00000188010.14,MORN2,68,26,32,35,36,61
ENSG00000207295.1,RNU6-851P,0,0,0,0,0,0
ENSG00000214694.11,ARHGEF33,0,0,0,0,0,1
ENSG00000265905.2,RN7SL96P,0,0,0,0,0,0
ENSG00000269210.2,AC019171.1,0,0,0,0,0,2
ENSG00000115904.12,SOS1,278,321,303,307,354,282
ENSG00000229692.3,SOS1-IT1,26,4,6,6,17,7
ENSG00000206985.1,RNU6-198P,0,0,0,0,0,0
ENSG00000225900.1,HSPE1P13,2,0,0,0,0,2
ENSG00000202309.1,RF00019,0,0,0,0,0,0
ENSG00000205111.8,CDKL4,0,0,0,2,0,0
ENSG00000011566.15,MAP4K3,108,7,37,29,24,66
ENSG00000252473.1,RF00272,0,0,0,0,1,0
ENSG00000273035.1,AC007684.1,0,0,2,1,0,2
ENSG00000231312.6,MAP4K3-DT,43,4,27,9,31,44
ENSG00000152154.11,TMEM178A,6,0,12,3,4,6
ENSG00000138050.15,THUMPD2,318,171,251,148,363,310
ENSG00000227028.6,SLC8A1-AS1,0,0,2,0,0,0
ENSG00000235653.1,AC007253.1,0,0,0,0,0,0
ENSG00000183023.18,SLC8A1,0,0,0,0,2,4
ENSG00000285898.1,AC007317.1,0,0,0,0,0,0
ENSG00000233128.1,LINC01794,0,0,0,0,0,0
ENSG00000237442.3,HNRNPA1P57,0,0,0,0,0,0
ENSG00000236090.2,LDHAP3,0,0,0,0,0,0
ENSG00000236533.1,AC009413.1,0,0,0,0,0,0
ENSG00000207218.1,RF00019,0,0,0,0,0,0
