Name,Description,GSM1312748.Yakut.rnaseqccounts,GSM1312745.Yakut.rnaseqccounts,GSM1312749.Yakut.rnaseqccounts,GSM1312744.Yakut.rnaseqccounts,GSM1312747.Yakut.rnaseqccounts,GSM1312746.Yakut.rnaseqccounts
ENSG00000223972.5,DDX11L1,0,0,0,0,0,0
ENSG00000227232.5,WASH7P,4,15,8,24,19,4
ENSG00000278267.1,MIR6859-1,0,0,0,0,0,0
ENSG00000243485.5,MIR1302-2HG,0,0,0,0,0,0
ENSG00000284332.1,MIR1302-2,0,0,0,0,0,0
ENSG00000237613.2,FAM138A,0,0,0,0,0,0
ENSG00000268020.3,OR4G4P,0,0,0,0,0,0
ENSG00000240361.2,OR4G11P,0,0,0,0,0,0
ENSG00000186092.6,OR4F5,0,0,0,0,0,0
ENSG00000238009.6,AL627309.1,0,0,0,0,0,0
ENSG00000239945.1,AL627309.3,0,0,0,0,0,0
ENSG00000233750.3,CICP27,0,0,6,0,0,0
ENSG00000268903.1,AL627309.6,0,9,4,0,21,0
ENSG00000269981.1,AL627309.7,0,7,3,0,2,0
ENSG00000239906.1,AL627309.2,0,0,0,0,0,0
ENSG00000241860.6,AL627309.5,0,0,0,0,0,0
ENSG00000222623.1,RNU6-1100P,0,0,0,0,0,0
ENSG00000241599.1,AL627309.4,0,0,0,0,0,0
ENSG00000279928.2,FO538757.1,0,0,0,0,0,0
ENSG00000279457.4,WASH9P,2,7,2,5,23,3
ENSG00000273874.1,MIR6859-2,0,0,0,0,0,0
ENSG00000228463.10,AP006222.1,0,2,0,2,2,0
ENSG00000236679.2,RPL23AP24,0,0,0,0,0,0
ENSG00000236601.2,AL732372.1,0,0,0,0,0,0
ENSG00000237094.12,AL732372.2,0,5,0,0,0,0
ENSG00000269732.1,WBP1LP7,0,0,0,0,0,0
ENSG00000284733.1,OR4F29,0,0,0,0,0,0
ENSG00000233653.3,CICP7,0,0,0,0,0,0
ENSG00000250575.1,AL732372.3,0,0,0,0,0,0
ENSG00000278757.1,RF00026,0,0,0,0,0,0
ENSG00000230021.10,AL669831.3,2,4,0,0,0,0
ENSG00000235146.2,AC114498.1,0,0,0,0,0,0
ENSG00000225972.1,MTND1P23,24,8,21,2,8,17
ENSG00000225630.1,MTND2P28,869,1294,1140,845,2538,480
ENSG00000237973.1,MTCO1P12,7056,193,262,360,466,250
ENSG00000278791.1,AC114498.2,0,0,0,0,0,0
ENSG00000229344.1,MTCO2P12,3,16,12,0,8,5
ENSG00000240409.1,MTATP8P1,0,2,0,0,2,0
ENSG00000248527.1,MTATP6P1,2830,2608,7475,1983,4426,2480
ENSG00000198744.5,MTCO3P12,3,9,3,0,5,2
ENSG00000268663.1,WBP1LP6,0,0,0,0,0,0
ENSG00000284662.1,OR4F16,0,0,0,0,0,0
ENSG00000229376.3,CICP3,0,6,0,0,0,0
ENSG00000228327.3,AL669831.1,2,60,6,20,42,2
ENSG00000223181.1,RNU6-1199P,0,0,0,0,0,0
ENSG00000229905.1,AL669831.2,0,0,0,0,0,2
ENSG00000237491.9,AL669831.5,7,25,16,10,45,38
ENSG00000285268.1,AL669831.7,0,0,0,0,0,0
ENSG00000230092.7,AL669831.4,6,2,2,2,1,5
ENSG00000177757.2,FAM87B,1,2,3,2,3,4
ENSG00000228794.8,LINC01128,85,116,105,90,123,128
ENSG00000225880.5,LINC00115,14,16,3,14,14,13
ENSG00000230368.2,FAM41C,0,0,0,0,0,2
ENSG00000234711.1,TUBB8P11,0,0,0,0,0,0
ENSG00000283040.1,AL669831.6,0,0,0,0,0,0
ENSG00000272438.1,AL645608.6,0,0,1,1,0,0
ENSG00000230699.2,AL645608.2,0,14,0,9,4,0
ENSG00000241180.1,AL645608.4,0,3,0,0,1,0
ENSG00000223764.2,LINC02593,0,0,0,1,1,0
ENSG00000187634.12,SAMD11,43,46,38,26,444,59
ENSG00000188976.11,NOC2L,210,644,300,273,1269,285
ENSG00000187961.14,KLHL17,8,120,21,64,161,26
ENSG00000187583.10,PLEKHN1,0,16,2,3,19,4
ENSG00000187642.9,PERM1,0,6,0,2,30,0
ENSG00000272512.1,AL645608.7,0,4,0,0,0,2
ENSG00000188290.10,HES4,2,33,0,0,12,3
ENSG00000187608.9,ISG15,597,1427,659,680,4941,1922
ENSG00000231702.2,AL645608.3,0,0,0,0,0,0
ENSG00000224969.1,AL645608.1,0,0,0,0,0,0
ENSG00000188157.15,AGRN,68,1570,144,714,591,192
ENSG00000242590.1,AL645608.5,2,59,15,36,71,32
ENSG00000217801.10,AL390719.1,78,184,102,136,172,123
ENSG00000273443.1,AL645608.8,3,15,3,8,2,1
ENSG00000237330.3,RNF223,0,1,0,0,0,0
ENSG00000131591.17,C1orf159,6,89,17,31,119,21
ENSG00000285812.1,AL390719.3,12,1,16,4,16,10
ENSG00000223823.1,LINC01342,0,0,0,0,0,0
ENSG00000207730.3,MIR200B,0,0,0,0,0,0
ENSG00000207607.3,MIR200A,0,0,0,0,0,0
ENSG00000198976.1,MIR429,0,0,0,0,0,0
ENSG00000272141.1,AL390719.2,0,2,2,2,4,0
ENSG00000205231.1,TTLL10-AS1,0,0,0,0,0,0
ENSG00000162571.13,TTLL10,0,0,0,0,2,0
ENSG00000186891.14,TNFRSF18,22,25,17,35,52,19
ENSG00000186827.11,TNFRSF4,2,47,5,7,40,5
ENSG00000078808.16,SDF4,442,1051,517,607,1675,445
ENSG00000176022.6,B3GALT6,122,114,120,50,575,199
ENSG00000184163.3,C1QTNF12,0,5,0,1,4,0
ENSG00000260179.1,AL162741.1,6,10,3,6,5,10
ENSG00000160087.20,UBE2J2,252,477,378,333,992,388
ENSG00000230415.1,LINC01786,0,0,0,2,4,3
ENSG00000162572.20,SCNN1D,0,6,4,0,6,4
ENSG00000131584.19,ACAP3,30,177,57,100,270,85
ENSG00000278073.1,MIR6726,0,0,0,0,0,0
ENSG00000169972.12,PUSL1,72,86,62,45,190,83
ENSG00000127054.20,INTS11,379,884,523,493,1223,632
ENSG00000283712.1,MIR6727,0,0,0,0,0,0
ENSG00000240731.1,AL139287.1,12,13,6,11,10,16
ENSG00000224051.7,CPTP,70,173,97,80,546,86
ENSG00000169962.5,TAS1R3,0,10,4,6,6,11
ENSG00000107404.20,DVL1,24,188,27,98,185,36
ENSG00000284372.1,MIR6808,0,0,0,0,0,0
ENSG00000162576.16,MXRA8,8,5,0,8,1,5
ENSG00000175756.13,AURKAIP1,471,693,601,401,2060,819
ENSG00000223663.2,NDUFB4P8,2,0,0,2,0,3
ENSG00000221978.12,CCNL2,308,1011,360,756,811,642
ENSG00000224870.6,MRPL20-AS1,342,307,283,205,689,386
ENSG00000242485.6,MRPL20,1884,872,1185,716,1940,1769
ENSG00000264293.2,RN7SL657P,1,13,6,15,4,20
ENSG00000272455.1,AL391244.2,41,33,52,29,59,30
ENSG00000235098.8,ANKRD65,0,0,6,0,34,2
ENSG00000225905.1,AL391244.1,0,0,0,0,0,0
ENSG00000205116.3,TMEM88B,0,0,0,0,0,0
ENSG00000225285.1,LINC01770,0,2,0,3,5,2
ENSG00000179403.12,VWA1,0,62,2,10,22,4
ENSG00000215915.9,ATAD3C,4,0,31,2,77,7
ENSG00000160072.19,ATAD3B,72,234,44,101,439,119
ENSG00000284740.1,AL645728.2,7,3,4,0,0,4
ENSG00000197785.13,ATAD3A,117,311,135,101,667,148
ENSG00000205090.9,TMEM240,0,0,0,0,0,0
ENSG00000160075.12,SSU72,966,931,975,652,2056,880
ENSG00000215014.5,AL645728.1,0,0,2,1,4,0
ENSG00000274481.1,AL691432.3,0,0,0,0,0,0
ENSG00000228594.4,FNDC10,4,12,10,2,74,4
ENSG00000272106.1,AL691432.2,24,26,14,27,70,52
ENSG00000197530.12,MIB2,31,208,48,75,404,55
ENSG00000189409.13,MMP23B,0,0,0,0,0,0
ENSG00000248333.8,CDK11B,117,427,277,176,461,191
ENSG00000272004.1,FO704657.1,18,41,17,36,45,22
ENSG00000189339.11,SLC35E2B,245,858,228,468,671,374
ENSG00000269737.2,AL691432.1,5,112,3,12,51,74
ENSG00000215914.4,MMP23A,0,0,0,0,5,0
ENSG00000008128.23,CDK11A,113,109,154,0,279,114
ENSG00000227775.3,AL031282.1,15,57,40,0,68,39
ENSG00000215790.7,SLC35E2A,57,115,105,0,192,189
ENSG00000008130.15,NADK,256,692,347,392,832,379
ENSG00000078369.18,GNB1,3829,4543,3266,3674,6162,3845
ENSG00000231050.1,AL109917.1,0,0,2,0,13,4
ENSG00000169885.10,CALML6,0,0,0,3,0,0
ENSG00000178821.13,TMEM52,4,0,0,0,0,0
ENSG00000142609.18,CFAP74,0,0,0,0,0,0
ENSG00000233542.1,AL391845.2,0,0,0,0,0,0
ENSG00000187730.9,GABRD,0,0,0,0,0,0
ENSG00000226969.1,AL391845.1,0,0,0,0,0,0
ENSG00000067606.17,PRKCZ,22,3,10,12,36,4
ENSG00000271806.1,AL590822.2,0,0,0,0,0,0
ENSG00000182873.5,PRKCZ-AS1,2,0,0,4,0,0
ENSG00000162585.17,FAAP20,42,108,66,61,593,61
ENSG00000234396.3,AL590822.1,0,0,0,0,0,0
ENSG00000157933.10,SKI,78,134,64,78,162,74
ENSG00000116151.14,MORN1,10,12,18,15,9,16
ENSG00000272161.1,AL589739.1,0,0,0,0,0,0
ENSG00000269896.2,AL513477.1,2,1,6,4,1,6
ENSG00000272420.1,AL513477.2,6,1,1,0,5,6
ENSG00000157916.20,RER1,801,769,729,647,1094,773
ENSG00000157911.10,PEX10,239,382,306,266,647,283
ENSG00000149527.18,PLCH2,2,10,2,2,12,4
ENSG00000224387.1,AL139246.1,0,0,0,0,0,0
ENSG00000229393.1,AL139246.4,0,0,0,0,0,0
ENSG00000157881.14,PANK4,52,162,64,111,118,39
ENSG00000197921.6,HES5,0,2,0,0,2,0
ENSG00000272449.2,AL139246.5,0,15,6,18,63,8
ENSG00000238164.6,TNFRSF14-AS1,62,496,116,287,248,177
ENSG00000157873.17,TNFRSF14,415,1243,420,1013,1112,674
ENSG00000225931.3,AL139246.2,0,12,0,11,1,4
ENSG00000228037.1,AL139246.3,31,35,25,36,41,51
ENSG00000157870.16,PRXL2B,123,710,230,507,399,266
ENSG00000142606.16,MMEL1,10,90,21,55,77,13
ENSG00000237058.1,AL831784.1,0,1,0,1,4,4
ENSG00000215912.12,TTC34,6,60,8,12,22,24
ENSG00000285945.1,AC242022.2,0,0,0,0,0,0
ENSG00000283259.1,AC242022.1,0,3,0,0,0,0
ENSG00000233234.1,AL592464.2,0,0,0,0,0,0
ENSG00000231630.1,AL592464.1,0,0,0,0,0,0
ENSG00000284745.1,AL589702.1,0,0,0,0,0,0
ENSG00000169717.6,ACTRT2,0,0,0,0,0,0
ENSG00000177133.10,LINC00982,0,0,0,0,0,0
ENSG00000142611.17,PRDM16,0,0,0,0,0,0
ENSG00000283572.1,MIR4251,0,0,0,0,0,0
ENSG00000226286.1,AL008733.1,0,0,0,0,0,0
ENSG00000279839.1,AL512383.1,0,0,0,0,0,0
ENSG00000272235.1,AL590438.1,0,0,0,0,0,0
ENSG00000130762.15,ARHGEF16,0,0,0,0,0,0
ENSG00000272088.1,AL512413.1,0,0,0,0,0,0
ENSG00000162591.16,MEGF6,0,8,6,20,2,2
ENSG00000207776.1,MIR551A,0,0,0,0,0,0
ENSG00000238260.1,AL513320.1,0,0,0,1,1,2
ENSG00000158109.15,TPRG1L,332,511,355,416,558,300
ENSG00000116213.16,WRAP73,85,200,96,135,103,104
ENSG00000078900.15,TP73,87,331,118,260,43,175
ENSG00000227589.1,AL136528.1,0,5,1,4,0,10
ENSG00000235131.1,AL136528.2,0,0,0,0,0,1
ENSG00000227372.12,TP73-AS1,163,364,181,286,360,234
ENSG00000276189.1,RF02197,0,1,0,0,0,0
ENSG00000162592.10,CCDC27,0,0,0,0,0,0
ENSG00000235169.8,SMIM1,2,0,0,4,12,0
ENSG00000130764.10,LRRC47,564,465,338,367,1143,425
ENSG00000266075.2,RN7SL574P,0,3,0,0,1,0
ENSG00000272153.1,AL365330.1,2,16,6,5,7,3
ENSG00000116198.13,CEP104,127,340,190,229,290,133
ENSG00000169598.15,DFFB,54,54,50,84,79,60
ENSG00000198912.11,C1orf174,208,225,245,222,360,251
ENSG00000236423.5,LINC01134,4,0,6,4,4,6
ENSG00000233304.6,LINC01346,0,0,0,0,0,0
ENSG00000226374.2,LINC01345,0,0,0,0,0,0
ENSG00000284668.1,AL805961.1,0,0,0,0,0,0
ENSG00000284703.1,AL805961.2,0,0,0,0,0,0
ENSG00000229280.1,EEF1DP6,0,0,0,0,0,0
ENSG00000235054.3,LINC01777,0,0,0,0,0,0
ENSG00000284694.1,AL355602.1,0,0,0,0,0,0
ENSG00000227169.2,Z98747.1,0,0,0,0,0,0
ENSG00000232596.2,LINC01646,0,0,0,0,0,0
ENSG00000196581.10,AJAP1,0,0,0,0,0,0
ENSG00000284739.1,BX005132.2,0,0,0,0,0,0
ENSG00000284674.1,BX005132.1,0,0,0,0,0,0
ENSG00000231510.1,AL691497.1,0,0,0,0,0,0
ENSG00000284616.1,AL139823.1,0,0,0,0,0,0
ENSG00000284692.2,Z98259.3,0,0,0,0,0,0
ENSG00000284666.1,Z98259.2,0,0,0,0,0,0
ENSG00000260972.1,Z98259.1,0,0,0,0,0,0
ENSG00000283356.1,Z97988.2,0,0,0,0,0,0
ENSG00000236948.2,AL365255.1,0,0,0,0,0,0
ENSG00000264341.1,Z97988.1,0,0,0,0,0,0
ENSG00000264101.1,MIR4689,0,0,0,0,0,0
ENSG00000131697.18,NPHP4,6,86,14,37,24,6
ENSG00000069424.14,KCNAB2,249,2712,573,1071,1931,745
ENSG00000116254.18,CHD5,0,4,0,4,2,1
ENSG00000116251.11,RPL22,11281,3158,7165,4353,12775,10114
ENSG00000226944.1,AL031847.1,2,1,0,0,1,3
ENSG00000158286.13,RNF207,55,413,76,169,142,196
ENSG00000116237.16,ICMT,485,732,462,578,915,481
ENSG00000225077.3,LINC00337,6,15,6,13,12,8
ENSG00000173673.7,HES3,0,0,0,0,0,0
ENSG00000158292.7,GPR153,83,438,106,353,116,110
ENSG00000097021.19,ACOT7,424,434,420,233,769,374
ENSG00000271746.1,AL031848.2,4,0,0,2,8,2
ENSG00000069812.11,HES2,6,12,18,2,10,8
ENSG00000187017.16,ESPN,2,4,0,0,2,0
ENSG00000265392.1,MIR4252,0,0,0,0,0,0
ENSG00000231868.1,AL031848.1,0,0,0,0,0,0
ENSG00000215788.10,TNFRSF25,0,0,0,0,0,0
ENSG00000171680.21,PLEKHG5,0,4,6,5,21,2
ENSG00000162408.11,NOL9,514,377,549,337,1116,663
ENSG00000253022.1,RNU6-731P,0,0,1,0,0,0
ENSG00000229519.2,AL591866.1,2,1,2,0,5,3
ENSG00000173662.21,TAS1R1,4,0,0,0,4,2
ENSG00000204859.13,ZBTB48,66,141,57,112,189,96
ENSG00000162413.16,KLHL21,130,458,94,293,158,140
ENSG00000116273.6,PHF13,215,382,254,366,417,293
ENSG00000041988.15,THAP3,190,414,226,225,763,266
ENSG00000007923.16,DNAJC11,254,581,292,366,725,355
ENSG00000228750.6,LINC01672,0,0,0,0,0,2
ENSG00000284744.1,AL591163.1,0,0,0,0,0,0
ENSG00000237436.1,CAMTA1-DT,1,0,1,2,7,7
ENSG00000171735.19,CAMTA1,388,167,408,207,370,516
ENSG00000227950.1,AL590128.1,0,1,2,0,5,0
ENSG00000237365.1,AL512330.1,0,0,0,0,0,0
ENSG00000207056.1,RNU1-8P,0,0,0,0,0,0
ENSG00000237402.1,CAMTA1-IT1,0,0,0,0,0,0
ENSG00000237728.2,Z97987.1,0,0,0,0,0,0
ENSG00000225126.1,AL365194.1,0,0,0,0,0,0
ENSG00000270171.1,AL359881.3,0,0,0,0,0,0
ENSG00000270035.1,AL359881.2,0,0,0,0,0,0
ENSG00000269978.1,AL359881.1,0,0,0,0,0,0
ENSG00000049245.13,VAMP3,200,155,145,168,182,122
ENSG00000269925.1,Z98884.2,4,0,0,0,3,9
ENSG00000049246.14,PER3,182,25,127,26,58,27
ENSG00000236266.1,Z98884.1,7,0,0,1,1,2
ENSG00000049247.13,UTS2,27,31,148,3,137,94
ENSG00000049249.8,TNFRSF9,43,89,114,42,90,142
ENSG00000270330.1,AL009183.1,0,0,0,0,0,0
ENSG00000116288.13,PARK7,1741,1066,1303,938,1667,1622
ENSG00000200344.1,RF00019,0,0,0,0,0,0
ENSG00000284747.1,AL034417.4,3,12,2,1,2,3
ENSG00000284716.1,AL034417.3,0,0,0,0,0,0
ENSG00000116285.13,ERRFI1,8,13,3,40,8,16
ENSG00000238290.1,AL034417.2,1,0,0,0,0,2
ENSG00000232848.1,AL034417.1,0,0,0,0,0,0
ENSG00000229305.1,AL358876.1,0,0,0,0,0,0
ENSG00000227634.2,LINC01714,0,0,0,0,0,0
ENSG00000200975.1,RNU1-7P,0,0,0,0,0,0
ENSG00000233645.1,AL358876.2,0,0,0,0,0,0
ENSG00000251977.1,RNU6-991P,0,0,0,0,0,0
ENSG00000162426.14,SLC45A1,0,4,4,0,0,0
ENSG00000252254.1,RF00019,0,0,0,0,0,0
ENSG00000142599.18,RERE,504,1232,601,659,1502,1057
ENSG00000232912.5,RERE-AS1,0,2,1,0,3,1
ENSG00000221083.1,RF00599,0,0,0,0,0,1
ENSG00000270282.1,AL096855.1,0,0,2,1,4,1
ENSG00000234619.1,RPL7P11,3,0,9,2,8,6
ENSG00000224315.2,RPL7P7,3,2,0,2,3,6
ENSG00000222511.2,RF00019,0,0,0,0,0,0
ENSG00000226545.1,AL357552.1,0,0,0,1,8,3
ENSG00000228423.2,AL357552.2,1,3,0,1,0,14
ENSG00000229716.2,RPL23AP19,0,0,0,0,0,0
ENSG00000074800.15,ENO1,18676,32388,25749,17366,41019,22705
ENSG00000274258.1,MIR6728,0,0,0,0,0,0
ENSG00000230679.1,ENO1-AS1,13,2,12,4,7,12
ENSG00000201725.1,RNU6-304P,0,0,0,0,0,0
ENSG00000238249.2,HMGN2P17,0,0,0,2,0,0
ENSG00000232208.2,AL139415.1,0,0,0,0,0,0
ENSG00000232663.2,AL139415.2,0,0,0,0,0,0
ENSG00000131686.15,CA6,0,0,0,0,0,0
ENSG00000265141.2,RN7SL451P,0,0,0,0,0,0
ENSG00000197241.3,SLC2A7,0,0,0,0,0,0
ENSG00000142583.17,SLC2A5,272,988,451,600,270,466
ENSG00000252404.1,RF00424,0,0,0,0,0,0
ENSG00000180758.12,GPR157,72,316,186,291,148,136
ENSG00000228526.7,MIR34AHG,108,299,153,335,192,366
ENSG00000284357.1,MIR34A,0,0,0,0,0,0
ENSG00000234546.3,LNCTAM34A,12,13,47,19,58,35
ENSG00000049239.12,H6PD,160,832,300,605,720,454
ENSG00000171621.14,SPSB1,10,86,26,32,121,38
ENSG00000284652.1,BX323043.1,0,0,0,0,0,0
ENSG00000284693.1,LINC02606,0,0,4,4,10,0
ENSG00000252956.1,RNA5SP40,0,0,0,0,0,0
ENSG00000235263.1,AL928921.1,0,0,0,0,0,0
ENSG00000171612.7,SLC25A33,293,170,228,239,303,323
ENSG00000231181.1,AL954705.1,0,2,3,6,7,5
ENSG00000188807.13,TMEM201,122,289,144,178,396,212
ENSG00000171608.15,PIK3CD,1100,3726,1428,2233,3430,1467
ENSG00000179840.5,PIK3CD-AS1,29,45,27,42,63,38
ENSG00000233268.3,AL691449.1,0,1,1,3,6,6
ENSG00000231789.2,PIK3CD-AS2,48,40,68,40,277,88
ENSG00000171603.17,CLSTN1,388,1100,477,742,1149,553
ENSG00000271264.1,MZT1P1,0,0,0,0,0,0
ENSG00000280113.2,AL357140.3,0,0,0,0,0,2
ENSG00000178585.15,CTNNBIP1,109,94,102,65,188,59
ENSG00000223989.1,AL357140.1,4,3,4,2,4,2
ENSG00000285701.1,AL357140.4,1,0,0,1,0,3
ENSG00000162441.12,LZIC,346,145,302,131,484,407
ENSG00000228150.1,AL357140.2,0,0,0,1,0,0
ENSG00000173614.14,NMNAT1,112,82,118,105,210,114
ENSG00000202415.1,RN7SKP269,0,1,0,0,2,0
ENSG00000283611.2,TMEM274P,0,0,0,0,0,0
ENSG00000265521.1,MIR5697,0,0,0,0,0,0
ENSG00000241326.1,AL603962.1,14,9,8,7,33,14
ENSG00000162444.12,RBP7,0,0,0,0,0,0
ENSG00000130939.19,UBE4B,362,385,413,340,519,325
ENSG00000224340.1,AL590639.1,0,0,0,0,1,1
ENSG00000233623.2,PGAM1P11,0,1,1,1,2,2
ENSG00000201746.1,RNU6-828P,0,0,0,0,0,0
ENSG00000054523.17,KIF1B,156,132,154,219,154,117
ENSG00000264881.1,AL358013.1,0,0,0,0,0,0
ENSG00000199562.1,RNU6-37P,0,0,0,0,0,2
ENSG00000264501.2,RN7SL731P,5,0,15,4,6,4
ENSG00000284735.1,AL139424.3,0,1,0,6,2,0
ENSG00000284642.1,AL139424.2,5,0,3,3,2,4
ENSG00000142657.21,PGD,1594,1250,1419,721,2547,1253
ENSG00000271989.1,AL139424.1,0,2,0,0,1,0
ENSG00000175279.22,CENPS,114,78,94,54,101,109
ENSG00000241563.3,CORT,7,9,0,0,18,3
ENSG00000160049.12,DFFA,1074,892,1192,669,2299,1423
ENSG00000203469.2,AL354956.1,32,28,60,25,143,46
ENSG00000142655.13,PEX14,86,182,120,97,336,131
ENSG00000243267.3,RN7SL614P,0,0,2,1,0,0
ENSG00000130940.15,CASZ1,12,99,47,60,93,22
ENSG00000272078.1,AL139423.1,12,71,18,23,79,13
ENSG00000225158.2,HSPE1P24,0,0,0,0,0,0
ENSG00000175262.14,C1orf127,8,3,2,8,12,2
ENSG00000215785.2,CFL1P6,0,0,0,1,0,0
ENSG00000120948.17,TARDBP,1988,1534,1678,1594,3193,2368
ENSG00000009724.16,MASP2,5,50,14,54,18,48
ENSG00000271895.2,AL109811.2,133,62,113,86,215,260
ENSG00000116649.10,SRM,326,646,418,292,2534,352
ENSG00000171824.14,EXOSC10,617,789,735,446,614,657
ENSG00000226849.1,AL109811.1,85,120,137,64,138,144
ENSG00000230337.1,EXOSC10-AS1,12,19,10,17,6,15
ENSG00000198793.12,MTOR,355,718,332,452,569,419
ENSG00000225602.5,MTOR-AS1,0,0,0,2,0,0
ENSG00000253086.1,RNU6-537P,0,0,0,0,0,0
ENSG00000171819.5,ANGPTL7,5,1,0,0,0,1
ENSG00000207451.1,RNU6-291P,0,0,0,0,0,0
ENSG00000238173.1,RPL39P6,0,0,0,0,0,0
ENSG00000120942.13,UBIAD1,236,389,278,325,523,328
ENSG00000238199.1,UBE2V2P3,0,0,0,0,1,2
ENSG00000284646.1,AL031291.1,0,0,0,0,0,0
ENSG00000224338.2,MTCYBP45,0,0,0,0,2,0
ENSG00000204624.8,DISP3,0,2,0,0,0,0
ENSG00000285833.1,AL590989.1,0,0,0,0,0,0
ENSG00000235643.1,LINC01647,0,0,0,0,0,0
ENSG00000284708.1,AL031731.1,0,0,0,2,0,2
ENSG00000116661.11,FBXO2,4,10,4,14,6,8
ENSG00000132879.14,FBXO44,73,175,98,154,237,129
ENSG00000116663.11,FBXO6,108,157,107,160,336,38
ENSG00000116670.15,MAD2L2,152,203,206,166,362,176
ENSG00000162490.7,DRAXIN,0,2,8,0,0,2
ENSG00000177674.16,AGTRAP,38,133,20,51,156,31
ENSG00000215910.7,C1orf167,1,15,3,15,7,3
ENSG00000177553.6,AL953897.1,0,0,0,0,0,0
ENSG00000177000.12,MTHFR,152,344,212,218,589,243
ENSG00000011021.23,CLCN6,78,400,138,269,259,233
ENSG00000276470.1,RF02156,0,2,2,3,1,1
ENSG00000278852.1,RF02157,0,0,2,0,1,2
ENSG00000175206.10,NPPA,1,12,6,8,17,4
ENSG00000275915.1,RF02158,0,1,0,0,0,0
ENSG00000120937.9,NPPB,0,0,0,0,0,0
ENSG00000224904.1,AL021155.1,0,0,0,0,0,0
ENSG00000285646.1,AL021155.2,0,0,4,1,0,8
ENSG00000199347.1,RNU5E-1,0,0,0,1,0,0
ENSG00000201801.1,RNU5E-4P,0,0,0,0,0,0
ENSG00000116685.16,KIAA2013,444,593,460,388,1037,418
ENSG00000083444.17,PLOD1,273,403,335,272,497,279
ENSG00000116688.16,MFN2,710,1125,722,857,1258,782
ENSG00000270914.1,AL096840.1,0,0,0,0,0,0
ENSG00000116691.11,MIIP,107,372,177,230,576,193
ENSG00000202461.1,RF00019,0,1,0,0,0,0
ENSG00000276869.1,MIR6729,0,0,0,0,0,0
ENSG00000243539.3,RN7SL649P,0,1,0,0,0,0
ENSG00000120949.15,TNFRSF8,554,1199,599,919,1434,525
ENSG00000201135.1,RNU6-777P,0,0,0,0,0,0
ENSG00000227875.2,RPL23AP89,2,0,1,1,3,2
ENSG00000285604.1,AL357835.1,1,9,1,5,7,4
ENSG00000283789.1,MIR7846,0,0,0,0,0,0
ENSG00000028137.19,TNFRSF1B,1120,2283,969,1208,1887,1260
ENSG00000263676.1,MIR4632,0,0,0,0,0,0
ENSG00000225196.2,RPL10P17,0,0,0,0,0,0
ENSG00000252969.1,RF00156,0,0,0,0,0,0
ENSG00000048707.15,VPS13D,184,433,161,271,278,265
ENSG00000239149.1,SNORA59A,0,0,0,0,0,1
ENSG00000229484.1,AC243836.1,0,0,0,0,0,0
ENSG00000162496.9,DHRS3,6,57,10,14,2,3
ENSG00000221340.1,RNU6ATAC18P,0,0,0,0,0,0
ENSG00000276830.1,MIR6730,0,0,0,0,0,0
ENSG00000272482.1,AC254633.1,0,0,1,0,0,0
ENSG00000204518.2,AADACL4,0,0,0,0,0,0
ENSG00000226166.2,AC244670.1,0,0,0,0,0,0
ENSG00000188984.12,AADACL3,0,0,0,0,0,0
ENSG00000157330.10,C1orf158,0,0,0,0,0,0
ENSG00000116726.4,PRAMEF12,0,0,0,0,0,0
ENSG00000116721.9,PRAMEF1,0,0,0,0,0,0
ENSG00000228338.1,LINC01784,0,0,0,0,0,0
ENSG00000239810.3,PRAMEF11,0,0,0,0,0,0
ENSG00000231103.2,PRAMEF30P,0,0,0,0,0,0
ENSG00000179172.9,HNRNPCL1,0,0,0,0,0,0
ENSG00000120952.4,PRAMEF2,0,0,0,0,0,0
ENSG00000243073.3,PRAMEF4,0,0,0,0,0,0
ENSG00000187545.5,PRAMEF10,0,0,0,0,0,0
ENSG00000204510.5,PRAMEF7,0,0,0,0,0,0
ENSG00000207434.1,RNU6-1072P,0,0,0,0,0,0
ENSG00000234064.1,PRAMEF29P,0,0,0,0,0,0
ENSG00000232423.6,PRAMEF6,0,0,0,0,0,0
ENSG00000274178.2,PRAMEF28P,0,0,0,0,0,0
ENSG00000274764.5,PRAMEF27,0,0,0,0,0,0
ENSG00000277058.2,HNRNPCL3,0,0,0,0,0,0
ENSG00000229571.7,PRAMEF25,0,0,0,0,0,0
ENSG00000277862.1,PRAMEF34P,0,0,0,0,0,0
ENSG00000236179.1,PRAMEF35P,0,0,0,0,0,0
ENSG00000275774.2,HNRNPCL2,0,0,0,0,0,0
ENSG00000229978.1,PRAMEF36P,0,0,0,0,0,0
ENSG00000233336.1,AC245056.1,0,0,0,0,0,0
ENSG00000280267.4,PRAMEF26,0,0,0,0,0,0
ENSG00000179412.10,HNRNPCL4,0,0,0,0,0,0
ENSG00000204505.4,PRAMEF9,1,0,0,0,0,0
ENSG00000279169.2,PRAMEF13,0,0,0,0,0,0
ENSG00000279804.2,PRAMEF18,0,0,0,0,0,0
ENSG00000250894.1,PRAMEF31P,0,0,0,0,0,0
ENSG00000270601.4,PRAMEF5,0,0,1,0,0,0
ENSG00000231219.1,PRAMEF32P,0,0,0,0,0,0
ENSG00000207511.1,RNU6-771P,0,0,0,0,0,0
ENSG00000182330.10,PRAMEF8,0,0,0,0,0,0
ENSG00000237700.2,PRAMEF33,0,0,0,0,0,0
